Dataset, Point ID, Track, Mode, Burst, cluster_label, mp_type, latitude, longitude, easting, northing, height, height_wgs84, line, pixel, rmse, temporal_coherence, amplitude_dispersion, incidence_angle, track_angle, los_east, los_north, los_up, mean_velocity, mean_velocity_std, acceleration, acceleration_std, seasonality, seasonality_std, 20150404, 20150416, 20150428, 20150522, 20150603, 20150615, 20150627, 20150709, 20150721, 20150802, 20150814, 20150826, 20150907, 20150919, 20151001, 20151025, 20160422, 20160504, 20160516, 20160528, 20160609, 20160703, 20160715, 20160727, 20160808, 20160820, 20160901, 20160913, 20160925, 20161001, 20161007, 20161019, 20161025, 20161031, 20170405, 20170411, 20170417, 20170423, 20170429, 20170505, 20170511, 20170517, 20170523, 20170529, 20170604, 20170610, 20170616, 20170622, 20170628, 20170704, 20170710, 20170716, 20170722, 20170728, 20170803, 20170809, 20170815, 20170821, 20170827, 20170902, 20170908, 20170914, 20170920, 20170926, 20171002, 20171008, 20171014, 20171020, 20171026, 20180406, 20180412, 20180418, 20180424, 20180430, 20180506, 20180512, 20180518, 20180524, 20180530, 20180605, 20180611, 20180617, 20180623, 20180629, 20180705, 20180711, 20180717, 20180723, 20180729, 20180804, 20180810, 20180816, 20180822, 20180828, 20180903, 20180909, 20180915, 20180921, 20180927, 20181003, 20181009, 20181015, 20181021, 20181027, 20190401, 20190407, 20190413, 20190419, 20190425, 20190501, 20190513, 20190519, 20190531, 20190606, 20190612, 20190618, 20190624, 20190630, 20190706, 20190712, 20190718, 20190724, 20190730, 20190805, 20190811, 20190817, 20190829, 20190904, 20190910, 20190916, 20190922, 20190928, 20191004, 20191010, 20191016, 20191022, 20191028, 20200401, 20200407, 20200413, 20200419, 20200425, 20200501, 20200507, 20200513, 20200519, 20200525, 20200531, 20200606, 20200612, 20200618, 20200624, 20200630, 20200706, 20200712, 20200718, 20200724, 20200730, 20200805, 20200811, 20200817, 20200823, 20200829, 20200904, 20200910, 20200916, 20200922, 20200928, 20201004, 20201010, 20201016, 20201022, 20201028, 20210402, 20210408, 20210414, 20210420, 20210426, 20210502, 20210508, 20210514, 20210520, 20210526, 20210601, 20210607, 20210613, 20210619, 20210625, 20210701, 20210707, 20210713, 20210719, 20210725, 20210731, 20210806, 20210812, 20210818, 20210824, 20210830, 20210905, 20210911, 20210917, 20210923, 20210929, 20211005, 20211011
D1-1-008, 0x384b00f72c20, 8, 1, 705, 0, 0, 61.92863083, 5.13324118, 4064623.50000000, 4323001.50000000, 0.10000000, 45.70000076, 494, 11296, 4.09999990, 0.52999997, 0.56999999, 38.70999908, 190.99000549, 0.61400002, -0.11900000, 0.77999997, -5.80000019, 0.20000000, -1.04999995, 0.20999999, 1.79999995, 0.40000001, -4.50000000, -6.40000010, -5.90000010, -3.90000010, -11.50000000, -6.19999981, -11.39999962, -15.50000000, 8.00000000, -3.50000000, -14.80000019, 11.10000038, 6.00000000, 3.70000005, -1.29999995, -4.00000000, -11.10000038, -11.39999962, -15.60000038, -15.89999962, -14.00000000, -14.69999981, -11.00000000, -15.69999981, -14.69999981, -18.20000076, -11.50000000, -13.19999981, -16.50000000, -17.39999962, -22.00000000, -18.60000038, -12.00000000, -18.10000038, -15.50000000, -13.30000019, -17.10000038, -12.10000038, -20.20000076, -17.60000038, -19.20000076, -28.00000000, -21.10000038, -17.60000038, -17.39999962, -26.10000038, -18.39999962, -20.20000076, -18.79999924, -17.89999962, -21.10000038, -17.70000076, -18.39999962, -16.89999962, -19.50000000, -20.50000000, -18.50000000, -17.10000038, -19.79999924, -19.00000000, -19.39999962, -21.20000076, -20.79999924, -15.80000019, -19.10000038, -17.20000076, -14.19999981, -15.39999962, -20.70000076, -20.79999924, -20.60000038, -17.39999962, -15.60000038, -21.39999962, -16.50000000, -19.00000000, -22.00000000, -21.79999924, -22.10000038, -18.60000038, -22.89999962, -20.79999924, -10.69999981, -16.60000038, -25.50000000, -23.29999924, -21.10000038, -25.10000038, -14.60000038, -28.20000076, -20.00000000, -21.60000038, -20.50000000, -21.50000000, -19.50000000, -27.50000000, -17.70000076, -21.39999962, -24.10000038, -17.70000076, -19.20000076, -20.29999924, -26.20000076, -24.50000000, -24.79999924, -22.89999962, -24.29999924, -23.89999962, -27.60000038, -27.10000038, -24.39999962, -28.50000000, -22.89999962, -23.20000076, -25.70000076, -30.70000076, -25.29999924, -24.79999924, -26.39999962, -26.60000038, -28.70000076, -27.50000000, -28.29999924, -26.29999924, -21.60000038, -25.39999962, -27.10000038, -24.89999962, -27.20000076, -23.79999924, -25.89999962, -27.60000038, -23.79999924, -22.20000076, -27.39999962, -20.70000076, -25.60000038, -22.50000000, -37.70000076, -24.00000000, -30.70000076, -31.50000000, -28.89999962, -30.79999924, -26.60000038, -31.29999924, -32.29999924, -28.60000038, -30.29999924, -30.20000076, -29.89999962, -32.29999924, -28.79999924, -24.50000000, -37.59999847, -28.70000076, -35.50000000, -37.70000076, -24.39999962, -28.79999924, -28.60000038, -30.20000076, -26.20000076, -30.29999924, -30.50000000, -24.39999962, -30.89999962, -33.90000153, -30.10000038, -30.20000076, -31.70000076, -33.90000153, -30.79999924, -38.29999924, -34.70000076, -40.59999847, -36.29999924, -43.40000153, -43.20000076, -38.50000000, -38.70000076, -36.79999924, -41.09999847, -38.90000153, -44.50000000, -53.70000076, -46.29999924, -45.70000076, -50.59999847, -44.90000153, -47.70000076, -47.29999924, -48.20000076, -47.79999924, -48.50000000, -50.20000076, -48.20000076, -53.59999847, -50.40000153, -55.20000076, -44.50000000, -49.79999924, -52.20000076, -40.50000000, -41.09999847, -55.09999847
